-0.365Col11-0.357Col10-0.355Col13-0.344Col9-0.342Col12...,'0.409Col4+0.4  Col8+0.339Col7+0.328Col6-0.322Col12...',-0.516Col3+0.489Col1-0.412Col4-0.271Col12+0.266Col2...,-0.875Col2-0.334Col5+0.324Col1+0.067Col6-0.064Col10...,'0.832Col5+0.431Col1+0.18 Col6+0.173Col4+0.142Col3...',-0.628Col1-0.363Col2-0.359Col3+0.333Col5-0.261Col4...,-0.809Col6+0.301Col9+0.263Col10+0.238Col8+0.222Col1...,Col15
-3.051602,2.469359,-1.22175,0.808392,0.127492,1.686085,-1.981662,0
0.654064,0.14116,-0.857705,0.873298,-0.311573,1.559939,-1.103789,0
-0.987704,0.085197,-1.002143,0.851254,-0.453074,1.72121,-1.273475,0
-1.621957,0.985976,-0.809414,0.831831,-0.29626,1.829076,-1.315632,0
0.466587,0.139563,-0.718264,0.909268,-0.336591,1.680023,-1.03219,0
0.39629,0.3294,-0.86529,0.850702,-0.295968,1.624589,-0.96796,0
1.586476,-0.350444,-1.256757,0.75736,-0.313756,1.390929,-0.024587,0
1.169605,-0.404919,-1.359851,0.822011,-0.466142,1.290024,-0.0619,0
1.024595,-0.349115,-1.083634,0.796665,-0.171933,1.511144,-0.628827,0
0.953203,-0.452874,-0.942675,0.924407,-0.464931,1.479057,-0.634812,0
0.96639,-0.875365,-0.942402,0.858802,-0.619301,1.571243,-0.043146,0
-0.635729,-0.692148,-1.548521,0.777945,-0.629501,1.326694,-0.195504,0
-2.359151,0.720941,-0.840322,0.78304,-0.509636,2.154304,-1.041817,0
-0.298473,-0.750146,-0.184631,0.958349,-0.976095,2.071248,-0.688432,0
-0.229488,-0.764604,0.320458,0.975279,-0.914561,2.334449,-0.846553,0
-0.356437,-0.640216,-0.916467,0.692336,-0.877137,1.379536,-0.577109,1
1.461362,-0.714416,-0.792309,0.582522,-0.572501,1.410408,-0.171253,1
-1.820972,0.265987,-1.744756,0.605074,-0.372157,0.84884,-1.82231,1
0.31189,0.287539,-1.170177,0.566805,-0.509119,1.277933,-0.522109,1
0.870413,-0.174292,-1.000357,0.548226,-0.690664,1.385744,0.000746,1
0.708098,-0.323175,-0.425849,0.606441,-0.429142,1.661634,-1.001317,1
-1.653147,1.294249,-0.942312,0.462138,-0.578014,1.740194,0.255852,1
0.929583,-0.885557,-0.695857,0.453769,-0.58816,1.603963,-0.053158,1
-0.219544,0.408299,-0.669206,0.6137,-0.557571,1.534169,-0.97927,1
1.699727,-0.371666,-1.230943,0.442015,-0.337894,1.244995,0.093324,1
1.69653,-0.215239,-1.411451,0.455433,-0.307842,1.117702,0.0786,1
-1.325156,1.322257,-1.315128,0.420573,-0.61064,1.75839,-0.180512,1
-3.359964,2.235803,-1.608069,0.453338,-0.829638,1.523144,0.468313,1
1.569151,-0.433645,-0.814998,0.51272,-0.454537,1.424249,-0.22366,1
1.56962,-0.435347,-0.863603,0.544693,-0.661873,1.380444,0.046371,1
-1.193084,1.765659,-1.299386,0.341898,-0.445332,1.658734,0.95044,1
0.244822,-0.231645,-0.594617,0.522335,-0.858867,1.701901,0.075709,1
0.624626,-1.009227,-0.013945,0.517064,-0.967057,2.054643,0.169999,1
0.50583,-0.722492,-0.51113,0.455645,-0.564134,1.777084,-0.07505,1
1.147943,-1.139388,-0.208172,0.446816,-0.636841,1.969142,0.213365,1
0.558871,-0.56606,-0.503505,0.51081,-0.700209,1.738011,-0.084276,1
0.533002,-0.275563,-1.082034,0.425232,-0.379595,1.450751,-0.158138,1
0.96599,-0.013091,-0.927085,0.625118,-0.281668,1.225087,-1.198097,1
-0.082014,0.249578,-1.436312,0.604734,-0.435571,1.034246,-1.170969,1
1.407565,-0.162175,-1.693261,0.532627,-0.349009,0.863246,-0.093252,1
0.773278,0.084195,-0.967492,0.590786,-0.613268,1.365345,-0.474685,1
1.277627,-0.758534,-0.565234,0.490498,-0.581045,1.662015,-0.001111,1
0.349645,-0.031657,-0.498513,0.452237,-0.424233,1.82306,-0.272924,1
-1.276906,0.045576,-0.520151,0.485918,-0.614702,1.860688,-0.789954,1
1.000177,-0.989025,-0.001619,0.492315,-0.658417,2.054099,-0.122379,1
1.307502,-1.031892,-0.450483,0.542746,-0.737609,1.673441,0.074043,1
-0.83093,-0.530607,-0.490784,0.73755,-0.841639,1.615741,-1.404091,1
-1.497223,0.131245,-0.570973,0.664023,-0.829686,1.777879,-0.878198,1
0.372368,-1.135667,-1.6355,0.536818,-0.762937,0.934448,0.061754,1
1.267139,-0.693155,-1.151396,0.620231,-0.590956,1.157889,-0.191518,1
1.489192,-0.142249,-1.457263,0.643185,-0.46735,0.881314,-0.462803,1
1.674654,-0.542734,-1.134459,0.642588,-0.739739,1.118747,0.042135,1
0.071987,-0.190333,-1.404153,0.584268,-0.358064,1.03729,-1.052162,1
-0.003096,-0.114635,-1.104319,0.509322,-0.812939,1.484961,0.195914,1
1.137722,-0.888239,-0.821954,0.49186,-0.531508,1.530753,0.130833,1
-0.381079,0.195631,-1.635548,0.39379,-0.603414,1.232902,0.359967,1
-1.073554,1.158937,-0.841867,0.613237,-0.105946,1.498633,-2.074565,1
0.831959,-0.68097,-1.841804,0.468898,-0.473769,0.808371,-0.06954,1
-0.231399,0.635027,-1.84087,0.404303,-0.213466,1.026484,-0.208645,1
0.913226,-0.285152,-1.942322,0.520984,-0.353023,0.715001,-0.301157,1
1.407193,0.298366,-1.567346,0.641441,-0.020012,0.801464,-1.301814,1
0.077224,0.078023,-1.503242,0.508909,-0.54027,1.257116,-0.08158,1
-0.320714,0.920524,-0.877002,0.761265,0.016121,1.195305,-2.503916,1
0.89267,-0.148686,-0.862158,0.620937,-0.580038,1.38109,-0.531514,1
0.264616,-0.63542,-1.364034,0.509544,-0.459262,1.11,-0.458814,1
0.646012,-0.40877,-1.374832,0.477495,-0.445933,1.236844,-0.168789,1
-0.574898,-0.224551,-1.080109,0.658164,-0.489111,1.126997,-1.860142,1
0.84472,-0.727631,-1.005524,0.580441,-0.605658,1.341454,-0.227595,1
-0.842299,0.849079,-0.503297,0.754669,-0.054068,1.469973,-2.677343,1
0.45111,-0.237787,-1.222358,0.577484,-0.530838,1.189921,-0.464122,1
0.07839,0.77778,-1.071549,0.617582,-0.204,1.212028,-1.523437,1
-0.239759,0.166885,-2.016266,0.445742,-0.366125,0.76522,-0.52777,1
0.472895,-0.318723,-1.772825,0.422151,-0.451122,0.932808,-0.161303,1
0.927601,-0.039807,-0.96821,0.569387,-0.42549,1.34667,-0.622971,1
1.216603,-0.243681,-0.960023,0.697634,-0.711223,1.132713,-0.62864,1
-0.834924,0.244112,-1.434636,0.56466,-0.50297,1.093424,-0.649027,1
0.390093,0.111945,-0.731176,0.506517,-0.668647,1.688673,0.040153,1
-2.053549,0.06007,-1.303069,0.539034,-0.857418,1.188855,-1.514741,1
0.521538,-0.022619,-0.984633,0.424244,-0.475982,1.483877,0.053335,1
1.029962,-0.541034,-1.084331,0.513776,-0.476489,1.233647,-0.427791,1
-1.138529,1.518695,-1.558365,0.702295,-0.188441,0.773501,-2.217068,1
0.338174,0.080808,-2.637488,0.575516,-0.215409,0.112838,-1.050878,1
0.624213,0.91731,-1.119763,0.628908,0.196721,1.204729,-2.059263,1
-0.908253,0.644026,-1.716942,0.545848,-0.033476,0.871251,-1.734305,1
0.897943,0.275371,-0.985401,0.724757,-0.559631,1.108009,-1.067994,1
-0.435111,-0.481908,-1.173463,0.513624,-0.882759,1.372965,-0.189102,1
0.785613,-0.479496,-0.587657,0.522318,-0.619892,1.719761,-0.148039,1
0.947755,-0.867157,-0.382466,0.648809,-0.986325,1.618816,-0.119404,1
-2.710862,1.381478,0.263614,0.832862,-0.390436,2.171264,-3.421033,1
-0.46883,-0.217349,-1.071514,0.561155,-0.745643,1.260436,-0.303829,1
0.230844,-0.516712,-1.604866,0.452671,-0.362261,1.056141,-0.388668,1
0.761221,0.01776,-0.93089,0.573617,-0.476119,1.449678,-0.497609,1
-0.395895,0.156361,-1.071087,0.522301,-0.624125,1.582049,-0.331477,1
1.054692,-0.760138,-0.481029,0.618185,-0.995844,1.600068,0.169009,1
0.494411,-0.726038,-0.016848,0.543828,-0.788861,2.0221,-0.295623,1
-0.005983,-0.593489,-0.716289,0.622714,-0.463583,1.371922,-1.344505,1
1.244691,-0.301343,-1.168164,0.585561,-0.384527,1.136789,-0.553756,1
-0.087762,0.333856,-0.982265,0.622566,-0.601708,1.47683,-0.540652,1
-1.099364,0.428829,-1.600212,0.599442,-0.546375,1.211913,-0.788464,1
-0.292497,0.316523,-1.215084,0.716904,-0.642363,1.04646,-1.309102,1
-0.071126,-0.494712,-0.816432,0.490103,-0.607451,1.615496,-0.397045,1
-0.298906,-0.171868,-1.20016,0.649926,-0.320105,1.145586,-1.326545,1
-0.47985,0.464119,-0.37378,0.640064,-0.600563,1.961347,-1.129459,1
-0.547592,-0.375921,-0.485511,0.29017,-0.030687,2.256324,-0.31028,1
0.244151,-0.339155,-0.103582,0.449383,-0.117995,2.085165,-1.113199,1
0.734196,-0.620985,0.065874,0.6083,-0.599018,1.941603,-0.861895,1
-0.609637,-0.081503,-0.131582,0.533185,-1.002422,2.356588,0.038521,1
-0.202137,-0.129884,-0.065324,0.556398,-0.584351,1.994317,-0.934782,1
-1.00294,0.007418,-0.30239,0.494121,-0.677891,1.931531,-0.929458,1
-1.115329,0.11566,-0.244054,0.600802,-0.437374,1.763582,-1.902146,1
0.090413,0.091914,-1.298191,0.554564,-0.410966,1.079571,-0.993888,1
-0.75218,0.535194,-1.403998,0.570975,-0.580861,1.179002,-0.794604,1
1.262626,0.019825,-1.279794,0.615502,-0.245316,1.012867,-0.971845,1
-1.354894,0.844277,-1.518334,0.619523,-0.109564,0.943898,-1.983951,1
0.355885,-0.531021,-1.4503,0.55384,-0.618911,1.007115,-0.543742,1
0.790908,-0.046903,-1.212482,0.522984,-0.361822,1.226694,-0.545679,1
-1.394661,0.751213,-0.668706,0.548435,-0.555045,1.927092,-0.975196,1
-0.285471,-0.24077,-0.705064,0.60848,-0.193523,1.433879,-1.916102,1
-1.000688,0.073416,-1.021992,0.739145,-0.661605,1.195786,-1.602241,1
0.533573,-0.662706,-1.543336,0.649139,-0.937819,0.861208,-0.046385,1
-0.30586,0.718882,-1.919032,0.633075,-0.124608,0.662759,-1.438004,1
1.849078,-0.363238,-1.500598,0.570411,-0.424199,0.951393,-0.024186,1
1.274031,0.136844,-1.437884,0.566185,-0.326297,1.00649,-0.49436,1
-0.768876,0.893094,-1.333867,0.636933,-0.029342,1.032348,-2.474198,1
1.322623,-0.323071,-1.253035,0.516939,-0.507361,1.171922,-0.041688,1
1.564864,-0.235899,-1.422848,0.508863,-0.299251,1.070346,-0.172964,1
-0.1253,0.45984,-1.831644,0.525574,-0.42818,0.820017,-0.75488,1
1.602508,0.241042,-1.791322,0.527236,-0.177047,0.768712,-0.39543,1
1.317581,0.136652,-1.802429,0.579427,-0.466334,0.757429,-0.183492,1
0.354301,0.540624,-1.776685,0.431373,-0.244727,1.000514,-0.167119,1
0.818355,0.455386,-1.562507,0.586271,-0.287275,0.934594,-0.735186,1
-0.834156,0.319008,-2.109791,0.429294,-0.519403,0.863777,-0.109993,1
0.146038,0.02703,-1.452621,0.411098,-0.429305,1.357727,0.025014,1
-0.878999,0.650198,-1.39816,0.474752,-0.408815,1.528947,-0.271031,1
0.331928,-0.745246,-1.973912,0.538034,-0.394846,0.667647,-0.433384,1
1.57521,-0.361434,-1.161928,0.5559,-0.41753,1.180775,-0.237569,1
0.864088,0.315818,-1.079382,0.679606,-0.152453,1.078942,-1.637664,1
0.603797,0.270882,-1.988989,0.460936,-0.427167,0.79387,-0.008716,1
-1.259094,1.155561,-1.311604,0.484312,-0.283038,1.329497,-1.100414,1
0.835639,0.003743,-0.760526,0.620053,-0.299609,1.355327,-1.341483,1
-0.311948,0.130362,-1.527908,0.516246,-0.802728,1.07565,0.206465,1
1.034342,-0.369081,-0.839317,0.519142,-0.335722,1.455542,-0.538083,1
0.597969,-0.217886,-1.299176,0.519052,-0.483119,1.167933,-0.328167,1
1.692834,-0.522746,-1.142104,0.515088,-0.44808,1.241262,0.031748,1
0.61535,-0.138804,-1.126013,0.498231,-0.649618,1.37041,0.174909,1
0.996876,-0.7929,-1.444558,0.523284,-0.632499,1.048934,0.068601,1
0.310303,-0.211119,-1.501071,0.530684,-0.640592,1.076085,0.142188,1
0.573552,-0.383769,-1.837532,0.530602,-0.582472,0.773476,-0.037063,1
0.518312,-0.296405,-1.572291,0.546362,-0.467794,1.000041,-0.434865,1
0.947974,-0.691762,-0.633487,0.565841,-0.658415,1.666828,-0.079053,1
-1.193127,-0.058491,-1.449856,0.332133,-0.756439,1.475506,0.73825,1
1.134958,-1.007812,-0.6026,0.563054,-0.655431,1.5671,-0.114474,1
0.261181,-0.446906,-0.936071,0.607355,-0.493538,1.328589,-0.799014,1
0.966271,-0.419342,-1.793937,0.528441,-0.583609,0.825163,0.069184,1
1.160508,-0.79685,-1.716202,0.579065,-0.521982,0.799382,-0.112411,1
0.472341,-0.624004,-1.914814,0.115254,-0.674845,0.527989,0.118353,1
1.716413,-0.361308,-1.25519,0.16816,-0.376526,1.026716,0.017562,1
-0.459228,0.876324,-1.227188,0.258717,-0.314517,1.150114,-0.942237,1
1.038401,-0.598387,-1.168871,0.238924,-0.524942,1.073842,-0.199619,1
-1.21366,1.181625,-0.046937,0.535228,-0.1673,1.621388,-3.172582,1
0.993299,-0.598738,-0.513968,0.332489,-0.972139,1.391163,0.040523,1
-0.307265,0.484642,-0.881403,0.460314,-0.2638,0.920512,-2.210302,1
1.227701,0.014421,-0.84643,0.282232,-0.412895,1.172013,-0.759625,1
0.865835,-0.016553,-1.786419,0.154687,-0.535116,0.662765,-0.01045,1
-0.467397,0.671171,-1.20467,0.429609,-0.314294,0.815573,-2.473934,1
-0.015185,0.120332,-1.104283,0.208801,-0.486592,1.144247,-0.691104,1
1.65717,-0.393654,-1.15994,0.218111,-0.356257,1.041031,-0.215205,1
-0.440052,0.317049,-1.162718,0.289979,-0.759854,1.12125,-0.713499,1
-0.300046,0.497758,-1.991191,0.207927,-0.324535,0.54375,-0.500446,1
-0.093167,0.265518,-1.851678,0.167132,-0.430741,0.811769,-0.287742,1
1.844234,-0.111223,-1.503494,0.255417,-0.454917,0.743484,-0.105195,1
1.299389,0.170277,-1.196761,0.286569,-0.220005,0.930653,-1.016604,1
0.020818,-0.038211,-1.20456,0.320237,-0.611881,0.962451,-0.941037,1
-0.766038,0.639966,-0.365003,0.344478,-0.561211,1.882163,-1.209345,1
0.97169,-1.09572,-0.375788,0.269782,-0.855242,1.550008,0.043715,1
0.825265,-1.065942,-0.340346,0.264186,-0.792901,1.593812,-0.147231,1
-1.996682,0.8143,-0.299041,0.494692,-0.414789,1.4058,-2.925054,1
0.819827,-0.412723,-1.471739,0.275718,-0.596561,0.770268,-0.374307,1
1.336473,-0.111711,-1.181248,0.274989,-0.423669,0.969091,-0.428419,1
1.064364,0.262441,-2.02711,0.299611,-0.635995,0.325369,-0.177352,1
1.235258,0.156997,-1.477639,0.192755,-0.24823,0.891625,-0.479522,1
1.022073,0.04392,-0.904306,0.235135,-0.477893,1.24231,-0.418007,1
1.232253,-0.350895,-1.019695,0.153904,-0.381065,1.238525,-0.096063,1
-0.181656,0.131017,-0.926621,0.214082,-0.744801,1.272927,-0.146147,1
0.340755,-0.221264,-1.282443,0.242442,-0.831529,0.997874,0.009469,1
0.738413,-0.047029,-1.237388,0.214893,-0.265972,0.955386,-0.989428,1
1.365729,0.026016,-1.228726,0.357778,-0.81582,0.79222,-0.288996,1
0.162991,0.145815,-1.340214,0.23885,-0.670674,0.97701,-0.49669,1
0.22244,-0.057964,-1.170814,0.18464,-0.618851,1.187166,-0.261963,1
0.537931,0.028289,-0.973093,0.223386,-0.791674,1.249097,0.134991,1
0.538554,-0.331767,-1.17554,0.351455,-1.052521,0.857534,-0.244926,1
0.952692,-0.058288,-0.610168,0.311251,-0.264467,1.301367,-1.294052,1
0.808587,-0.462093,-1.870492,0.169812,-0.641689,0.62254,0.226927,1
0.241154,0.100796,-1.450717,0.257204,-0.614083,0.938538,-0.373597,1
-0.627919,-0.152068,-0.871735,0.227736,-0.684653,1.422438,-0.748117,1
0.553944,-0.619729,-1.00379,0.299875,-0.865101,1.147196,-0.045925,1
1.262228,-0.987969,-0.927523,0.233361,-0.607586,1.211265,0.059316,1
1.055613,-0.743583,-1.242601,0.304455,-0.710194,0.939831,-0.072765,1
0.371085,0.178669,-1.451101,0.332939,-0.339548,0.776825,-1.19968,1
0.53512,-0.211197,-2.131928,0.380771,-0.272113,0.207493,-1.073821,1
0.973101,-0.122004,-1.058327,0.247471,-0.380084,1.185143,-0.488651,1
1.157529,-0.497287,-0.722941,0.298641,-0.79566,1.30421,-0.060703,1
