Source_0,Source_1,Source_2,Source_3,Source_4,Source_5,Source_6,Source_7,Source_8,Source_10,Source_11,Source_12,Col15
60.528502,-65.833044,104.062559,-40.007012,42.67498,-16.870567,-2.645475,-8.510499,87.203277,57.590871,32.961588,17.510542,0
26.199027,-28.499256,45.048034,-17.319847,18.471759,-7.310019,-1.13899,-3.678983,37.750965,24.925065,14.271447,7.583249,0
70.813064,-77.026302,121.746256,-46.808221,49.926646,-19.736378,-3.099183,-9.960141,102.026783,67.38113,38.558631,20.488662,0
16.259548,-17.685668,27.95376,-10.75082,11.462096,-4.539159,-0.70659,-2.285804,23.424984,15.462746,8.859007,4.711896,0
67.884808,-73.841256,116.705444,-44.869581,47.856395,-18.914596,-2.98235,-9.54803,97.797243,64.588637,36.967326,19.645859,0
27.489701,-29.895352,47.263624,-18.174766,19.377509,-7.666862,-1.196902,-3.865944,39.602742,26.149298,14.973748,7.958922,0
83.249914,-90.550175,143.121845,-55.030003,58.694922,-23.194495,-3.638429,-11.70824,119.943054,79.215317,45.330543,24.080144,0
37.545103,-40.840259,64.557315,-24.82303,26.471578,-10.467646,-1.636456,-5.276687,54.098028,35.720118,20.447724,10.86434,0
18.401248,-20.009436,31.642536,-12.17045,12.96858,-5.134337,-0.795958,-2.587163,26.50884,17.500988,10.026442,5.330311,0
72.699184,-79.071098,124.991687,-48.058499,51.254071,-20.258497,-3.181034,-10.230174,104.737498,69.171714,39.586768,21.034882,0
86.689986,-94.288619,149.045985,-57.30498,61.116032,-24.157468,-3.78987,-12.194258,124.895616,82.490892,47.205163,25.078009,0
92.464128,-100.57173,158.976631,-61.123578,65.187145,-25.765539,-4.042899,-13.002712,133.219159,87.985512,50.348587,26.744958,0
97.029499,-105.535878,166.822313,-64.137665,68.407282,-27.037365,-4.248443,-13.650656,139.795722,92.327161,52.832834,28.070161,0
75.745714,-82.389496,130.224833,-50.066602,53.408598,-21.107837,-3.310469,-10.655652,109.136082,72.076651,41.243891,21.915521,0
193.849163,-210.864575,333.2663,-128.130269,136.680563,-54.005821,-8.498662,-27.279946,279.292148,184.470068,105.543445,56.072094,0
24.026078,-26.129171,41.305333,-15.882958,16.937122,-6.703203,-1.045866,-3.376644,34.611274,22.853924,13.087647,6.956895,0
270.283266,-294.006663,464.666269,-178.650283,190.570992,-75.295311,-11.845061,-38.034747,389.416342,257.216242,147.157033,78.174674,0
95.92752,-104.342264,164.929284,-63.408215,67.634144,-26.732354,-4.199354,-13.495114,138.210228,91.282168,52.234303,27.751992,0
61.212197,-66.578855,105.238825,-40.462304,43.156145,-17.061086,-2.672883,-8.603356,88.190798,58.244039,33.333355,17.705833,0
63.359104,-68.913972,108.933232,-41.880797,44.670399,-17.660565,-2.771511,-8.912636,91.283119,60.286361,34.50103,18.333896,0
35.557163,-38.67804,61.133719,-23.503027,25.069851,-9.91815,-1.553041,-4.998323,51.228842,33.830082,19.36561,10.292454,0
61.323662,-66.701725,105.428112,-40.535064,43.23579,-17.092356,-2.682921,-8.624489,88.350117,58.348932,33.39295,17.743248,0
29.180007,-31.739181,50.166655,-19.288781,20.571749,-8.139775,-1.272364,-4.102139,42.040295,27.760169,15.894157,8.447352,0
57.578029,-62.628957,98.991551,-38.061025,40.593571,-16.048739,-2.52111,-8.101598,82.953395,54.78238,31.353557,16.662219,0
66.624767,-72.466228,114.541679,-44.039509,46.974217,-18.566916,-2.911189,-9.367983,95.990137,63.396188,36.277066,19.276403,0
134.842239,-146.677699,231.815216,-89.130623,95.071618,-37.565597,-5.904837,-18.974582,194.278453,128.317885,73.418492,39.005525,0
81.123403,-88.241823,139.472916,-53.627276,57.196453,-22.60303,-3.547176,-11.415071,116.880072,77.192241,44.173697,23.469434,0
89.046158,-96.862895,153.08834,-58.861744,62.784722,-24.810909,-3.894937,-12.528279,128.298651,84.734679,48.485743,25.760555,0
108.575701,-118.099548,186.660372,-71.769084,76.551396,-30.246857,-4.754547,-15.280127,156.432251,103.31478,59.117596,31.410501,0
56.155278,-61.080359,96.546519,-37.121882,39.593419,-15.649003,-2.456444,-7.901842,80.906306,53.42901,30.578911,16.252164,0
133.65292,-145.383935,229.77864,-88.345126,94.23481,-37.238201,-5.851205,-18.803806,192.566311,127.186129,72.771876,38.658661,0
104.888569,-114.087851,180.328308,-69.332961,73.950069,-29.224529,-4.5921,-14.756186,151.119289,99.806404,57.11084,30.340812,0
44.648213,-48.556747,76.756371,-29.515445,31.475817,-12.441933,-1.945522,-6.278522,64.323669,42.478186,24.315313,12.918162,0
142.465314,-154.97072,244.926837,-94.169764,100.447109,-39.687937,-6.238893,-20.049224,205.262442,135.573072,77.570739,41.212042,0
46.177738,-50.231863,79.387835,-30.52727,32.559064,-12.866453,-2.013986,-6.493125,66.534865,43.93579,25.147934,13.36093,0
74.93622,-81.520405,128.832321,-49.535952,52.83957,-20.882113,-3.277087,-10.540208,107.97092,71.308826,40.802332,21.680884,0
21.831825,-23.743723,37.528559,-14.436108,15.389089,-6.086484,-0.946595,-3.06837,31.451394,20.766331,11.891899,6.321736,0
18.898905,-20.545304,32.477274,-12.497899,13.317871,-5.265495,-0.819655,-2.650031,27.216491,17.972712,10.29128,5.474038,0
136.589493,-148.581962,234.823053,-90.287746,96.305896,-38.052132,-5.977937,-19.220108,196.799182,129.984891,74.370129,39.511442,0
87.634605,-95.331787,150.662553,-57.930994,61.791265,-24.416601,-3.831603,-12.330438,126.263421,83.395424,47.716187,25.355631,0
10.454752,-11.370184,17.972755,-6.917814,7.367683,-2.918916,-0.447934,-1.46904,15.062207,9.940554,5.697716,3.0334,0
174.995639,-190.357868,300.846199,-115.668613,123.386544,-48.749546,-7.668527,-24.624059,252.128684,166.531852,95.278068,50.620628,0
60.203045,-65.488576,103.504721,-39.798704,42.446436,-16.778322,-2.630447,-8.468937,86.742001,57.285892,32.78319,17.419621,0
77.823147,-84.650898,133.797642,-51.444904,54.868694,-21.686496,-3.401664,-10.946273,112.127548,74.053658,42.374825,22.51384,0
40.871049,-44.45248,70.273452,-27.020506,28.812402,-11.395139,-1.78291,-5.748601,58.883331,38.885034,22.259313,11.828606,0
48.483772,-52.735904,83.358567,-32.050467,34.180073,-13.5142,-2.118251,-6.81968,69.852109,46.131327,26.405628,14.031212,0
76.009263,-82.677212,130.68081,-50.242643,53.590784,-21.184079,-3.324846,-10.692058,109.512212,72.327284,41.388748,21.991157,0
6.876809,-7.473013,11.816731,-4.548932,4.84418,-1.922334,-0.292965,-0.961901,9.900232,6.532127,3.750409,1.996352,0
99.145017,-107.851705,170.450233,-65.535699,69.906088,-27.627137,-4.337951,-13.943993,142.852914,94.347189,53.983417,28.677406,0
84.837351,-92.290003,145.854187,-56.076667,59.815121,-23.63993,-3.714021,-11.931074,122.235996,80.73317,46.197129,24.544652,0
187.667925,-204.147856,322.631182,-124.043292,132.323177,-52.284025,-8.221866,-26.40347,270.395513,178.597192,102.176946,54.282143,0
240.701613,-261.838703,413.804081,-159.091067,169.719745,-67.056276,-10.555538,-33.864422,346.801795,229.067109,131.051118,69.622519,0
30.44152,-33.113006,52.318445,-20.116828,21.464936,-8.48777,-1.331031,-4.276408,43.855543,28.957453,16.578515,8.809612,0
82.578192,-89.825481,141.960414,-54.58365,58.222321,-23.008292,-3.617405,-11.614694,118.971894,78.57275,44.963186,23.88725,0
82.819546,-90.089649,142.381805,-54.743787,58.397044,-23.074859,-3.618907,-11.64291,119.331891,78.811016,45.09424,23.956821,0
17.822394,-19.38567,30.63585,-11.788081,12.562714,-4.968559,-0.771097,-2.502293,25.676334,16.95289,9.707786,5.163625,0
108.326556,-117.831278,186.229077,-71.603742,76.376559,-30.174904,-4.757051,-15.246032,156.064008,103.0688,58.980412,31.34212,0
71.499285,-77.780005,122.910209,-47.258492,50.413052,-19.920763,-3.129556,-10.052246,103.010257,68.039746,38.933738,20.688219,0
19.149867,-20.83601,32.914319,-12.659403,13.503152,-5.34382,-0.833963,-2.690049,27.592002,18.217224,10.430285,5.548343,0
280.416943,-305.039054,482.077429,-185.342373,197.723735,-78.118083,-12.293885,-39.453978,404.025462,266.863216,152.668045,81.106771,0
56.989922,-61.995306,97.957171,-37.666106,40.184168,-15.879445,-2.494719,-8.011385,82.10431,54.226293,31.031198,16.489294,0
204.227167,-222.148779,351.071824,-134.976616,143.981687,-56.87491,-8.956221,-28.698925,294.228867,194.357846,111.196112,59.069057,0
7.99909,-8.706462,13.734322,-5.285513,5.644399,-2.236841,-0.347503,-1.1173,11.522412,7.604013,4.357025,2.323316,0
191.936221,-208.779581,329.923783,-126.853274,135.330556,-53.453348,-8.411319,-26.981174,276.522685,182.651584,104.499343,55.505215,0
87.709804,-95.429322,150.774491,-57.969046,61.853178,-24.441302,-3.843319,-12.336143,126.379307,83.47097,47.75518,25.377619,0
94.101121,-102.368719,161.747786,-62.193966,66.353769,-26.214562,-4.122285,-13.232844,135.576389,89.546452,51.233754,27.220878,0
81.783705,-88.978536,140.587178,-54.057571,57.66154,-22.778984,-3.590533,-11.493008,117.836474,77.831296,44.532604,23.668234,0
155.251666,-168.84916,266.851807,-102.594782,109.482974,-43.232428,-6.802025,-21.821727,223.661258,147.732874,84.512308,44.911943,0
93.777987,-102.026045,161.208726,-61.979746,66.125062,-26.124578,-4.11238,-13.183297,135.122763,89.247958,51.062278,27.136132,0
73.124001,-79.549383,125.683968,-48.324041,51.56255,-20.373157,-3.206345,-10.271967,105.351373,69.582,39.813847,21.152547,0
340.424637,-370.298343,585.191048,-224.99275,240.028692,-94.810886,-14.919293,-47.875226,490.462565,323.954485,185.342792,98.430733,0
154.975927,-168.552283,266.382477,-102.421124,109.279534,-43.157771,-6.796275,-21.782736,223.264952,147.469629,84.361662,44.832627,0
395.019404,-429.743584,679.136018,-261.096034,278.511409,-110.019714,-17.335081,-55.55735,569.178418,375.981269,215.083383,114.289248,0
72.026643,-78.34462,123.793451,-47.594209,50.787645,-20.057425,-3.159006,-10.109306,103.766397,68.536773,39.216409,20.839549,0
41.864857,-45.548623,71.941445,-27.662586,29.523734,-11.66709,-1.836349,-5.876874,60.313807,39.832167,22.795852,12.112688,0
48.224349,-52.467552,82.875491,-31.868872,34.009213,-13.437061,-2.112195,-6.776501,69.479212,45.885608,26.256469,13.953739,0
492.166343,-535.366779,846.085465,-325.276873,347.042488,-137.070027,-21.559484,-69.242342,709.121947,468.377348,267.961628,142.327476,0
111.306927,-121.081349,191.336346,-73.567589,78.492366,-31.005788,-4.869971,-15.655727,160.37858,105.923389,60.595698,32.200871,0
17.391266,-18.934566,29.887817,-11.498544,12.26691,-4.851078,-0.757372,-2.444446,25.066026,16.547699,9.472051,5.042176,0
203.014658,-220.846561,348.994364,-134.180668,143.138255,-56.539626,-8.905012,-28.540248,292.501275,193.203656,110.536923,58.719362,0
180.611559,-196.449593,310.458876,-119.356202,127.363467,-50.293031,-7.908951,-25.389965,260.214767,171.874203,98.331416,52.240174,0
35.663132,-38.797361,61.280596,-23.568917,25.14614,-9.935279,-1.561384,-5.006486,51.376645,33.928794,19.419274,10.319484,0
99.397809,-108.131765,170.854097,-65.692538,70.082367,-27.681249,-4.352725,-13.979402,143.207651,94.577869,54.129439,28.740628,0
111.346446,-121.110559,191.389306,-73.589446,78.508998,-31.005738,-4.884768,-15.65304,160.407485,105.951428,60.618652,32.215895,0
16.826532,-18.302441,28.906089,-11.124407,11.858436,-4.684874,-0.735698,-2.359287,24.232928,16.002036,9.16595,4.877332,0
32.877924,-35.761709,56.49947,-21.732201,23.175807,-9.15799,-1.439408,-4.610952,47.359138,31.280744,17.901828,9.518736,0
13.081177,-14.239496,22.477402,-8.647135,9.227004,-3.653716,-0.568874,-1.835251,18.850497,12.44289,7.125087,3.793259,0
50.988733,-55.471855,87.648488,-33.702956,35.95364,-14.209972,-2.233217,-7.174537,73.464532,48.514817,27.764348,14.757177,0
25.298236,-27.517153,43.47712,-16.724733,17.835817,-7.049895,-1.102814,-3.552394,36.440565,24.064884,13.776356,7.325142,0
32.285269,-35.112029,55.491755,-21.345372,22.759945,-8.993608,-1.405158,-4.538049,46.508802,30.712982,17.581282,9.344688,0
50.525086,-54.960845,86.860645,-33.405166,35.621147,-14.076045,-2.20093,-7.107344,72.798794,48.077244,27.51395,14.619932,0
134.134989,-145.908925,230.596778,-88.662355,94.576437,-37.363231,-5.873474,-18.867759,193.258368,127.641398,73.030774,38.797867,0
97.25895,-105.801628,167.184445,-64.276251,68.575612,-27.079784,-4.243674,-13.672553,140.136032,92.546825,52.971419,28.114661,0
86.917162,-94.544038,149.402149,-57.453486,61.279205,-24.203884,-3.799062,-12.228269,125.22334,82.702018,47.326174,25.13801,0
66.005089,-71.790948,113.446402,-43.634187,46.536047,-18.375926,-2.881675,-9.284094,95.089699,62.802619,35.93517,19.096891,0
40.663635,-44.23146,69.903088,-26.884196,28.661936,-11.321147,-1.779471,-5.724967,58.580369,38.679729,22.14597,11.767938,1
7.436665,-8.087302,12.779441,-4.922809,5.238818,-2.074565,-0.31493,-1.044358,10.711755,7.06879,4.050626,2.160073,1
173.459028,-188.661853,298.176921,-114.643509,122.30145,-48.307786,-7.600087,-24.386222,249.894271,165.054411,94.431681,50.162364,1
54.219006,-58.96998,93.196105,-35.835106,38.223321,-15.103094,-2.371958,-7.619929,78.106902,51.586565,29.519184,15.688078,1
68.051147,-74.032421,116.984329,-44.981246,47.97685,-18.958666,-2.977457,-9.573844,98.050008,64.757742,37.05527,19.689428,1
25.459747,-27.687646,43.745777,-16.830324,17.946884,-7.088306,-1.107608,-3.576031,36.669211,24.216289,13.861511,7.369197,1
189.580934,-206.238093,325.9227,-125.301831,133.678708,-52.798288,-8.306356,-26.678343,273.164856,180.42888,103.223111,54.852482,1
32.513312,-35.379801,55.885535,-21.494255,22.926768,-9.060933,-1.415646,-4.568711,46.8518,30.938415,17.70228,9.409281,1
98.30462,-106.933892,168.976913,-64.973716,69.308473,-27.377103,-4.310762,-13.824862,141.626488,93.545408,53.521237,28.44208,1
5.731378,-6.245387,9.844278,-3.787947,4.043878,-1.606309,-0.246762,-0.803414,8.260811,5.448165,3.12224,1.667317,1
6.486336,-7.064555,11.144199,-4.286489,4.575484,-1.816957,-0.279819,-0.909019,9.348057,6.166334,3.53385,1.885724,1
86.459109,-94.053059,148.617892,-57.129117,60.956497,-24.080816,-3.778857,-12.159283,124.568616,82.265311,47.089141,24.99347,1
194.719514,-211.809641,334.747448,-128.681821,137.311726,-54.229817,-8.528572,-27.396067,280.563006,185.303583,106.015277,56.328883,1
0.473485,-0.521861,0.797472,-0.313576,0.335305,-0.13841,-0.015825,-0.062027,0.681449,0.44277,0.257265,0.146413,1
4.374735,-4.768129,7.507738,-2.891828,3.086,-1.226214,-0.186203,-0.61334,6.307251,4.15598,2.382897,1.273965,1
93.558366,-101.805551,160.866942,-61.842329,65.962798,-26.058669,-4.105952,-13.160075,134.827068,89.059831,50.951479,27.094043,1
88.747964,-96.549729,152.556021,-58.656088,62.580272,-24.721527,-3.882165,-12.48696,127.876224,84.454465,48.319756,25.673296,1
37.723439,-41.042532,64.83787,-24.939557,26.597883,-10.508007,-1.643929,-5.307241,54.354249,35.894332,20.536372,10.919243,1
60.819312,-66.164126,104.54587,-40.202328,42.887169,-16.941419,-2.655604,-8.555228,87.630485,57.875102,33.111309,17.598665,1
8.638236,-9.407998,14.842887,-5.717673,6.091953,-2.408679,-0.36713,-1.215611,12.451533,8.217534,4.703813,2.509256,1
52.299666,-56.896375,89.901081,-34.573186,36.872883,-14.568208,-2.285013,-7.355177,75.353332,49.767554,28.474674,15.135821,1
24.253395,-26.388278,41.686591,-16.032246,17.099584,-6.759607,-1.058613,-3.404211,34.942172,23.074154,13.205252,7.023835,1
40.640294,-44.197831,69.841382,-26.860855,28.652098,-11.319858,-1.777247,-5.708489,58.53851,38.662608,22.123526,11.760525,1
145.680834,-158.463022,250.427403,-96.284876,102.711513,-40.576463,-6.381856,-20.488615,209.883885,138.627917,79.318213,42.130633,1
22.2163,-24.16818,38.19184,-14.685021,15.664012,-6.196357,-0.968369,-3.122685,32.009126,21.133468,12.098771,6.434526,1
40.665597,-44.232464,69.893578,-26.877144,28.666241,-11.3293,-1.776388,-5.714754,58.583333,38.689112,22.142833,11.765163,1
14.140733,-15.390398,24.299444,-9.351126,9.970507,-3.943033,-0.61126,-1.987329,20.376261,13.45195,7.699612,4.099157,1
30.367386,-33.042339,52.190496,-20.071607,21.414937,-8.45864,-1.324068,-4.266151,43.756282,28.896995,16.534132,8.794185,1
57.018894,-62.028105,98.001194,-37.683634,40.20798,-15.876386,-2.490669,-8.008329,82.153479,54.254159,31.042621,16.493322,1
5.106682,-5.564397,8.762639,-3.381269,3.601685,-1.42288,-0.214045,-0.717448,7.359275,4.853939,2.780085,1.486732,1
6.047367,-6.584441,10.389846,-4.005432,4.26234,-1.68772,-0.25429,-0.849913,8.716487,5.749417,3.293081,1.759104,1
103.723334,-112.810779,178.293497,-68.560819,73.121997,-28.879612,-4.538058,-14.590665,149.42225,98.688041,56.473736,29.995753,1
111.861796,-121.672243,192.29925,-73.940969,78.859522,-31.144997,-4.894135,-15.736169,161.159629,106.443321,60.910358,32.356451,1
102.564416,-111.562164,176.333319,-67.80062,72.310977,-28.572465,-4.483223,-14.425812,147.773433,97.598484,55.84083,29.66553,1
13.492261,-14.671088,23.198508,-8.927447,9.505365,-3.760899,-0.57892,-1.895892,19.436978,12.830834,7.350075,3.910174,1
37.305794,-40.572448,64.12734,-24.659948,26.298357,-10.396274,-1.627966,-5.244715,53.742499,35.491354,20.31281,10.796512,1
11.139658,-12.115674,19.149363,-7.368516,7.849251,-3.108974,-0.477745,-1.567002,16.050706,10.592061,6.068491,3.229672,1
84.701963,-92.127187,145.599236,-55.984608,59.717829,-23.591943,-3.710607,-11.909696,122.021542,80.591573,46.114206,24.50117,1
110.704427,-120.425716,190.314763,-73.171989,78.049938,-30.836861,-4.846153,-15.577255,159.501607,105.346707,60.278108,32.022663,1
41.806344,-45.47898,71.870626,-27.639489,29.476698,-11.64774,-1.820534,-5.884419,60.235721,39.779737,22.763549,12.100733,1
248.783712,-270.639727,427.706381,-164.437884,175.407238,-69.298331,-10.904273,-35.006179,358.454409,236.768052,135.457601,71.96116,1
49.51375,-53.838077,85.082019,-32.719701,34.901228,-13.781363,-2.174128,-6.946226,71.304291,47.099502,26.953592,14.326895,1
98.690542,-107.356826,169.664469,-65.233145,69.584825,-27.497632,-4.319614,-13.87914,142.19355,93.913798,53.731487,28.546127,1
139.903003,-152.186603,240.512272,-92.466182,98.644948,-38.971757,-6.128195,-19.675129,201.572136,133.140539,76.171528,40.47063,1
135.850701,-147.775581,233.545168,-89.791808,95.784028,-37.846096,-5.953369,-19.114837,195.726269,129.27525,73.965478,39.29576,1
21.68818,-23.574737,37.267449,-14.334422,15.283913,-6.043206,-0.946344,-3.041403,31.226493,20.623212,11.809197,6.278348,1
89.169849,-97.002164,153.292815,-58.932553,62.873429,-24.839317,-3.896309,-12.549182,128.480203,84.848774,48.560021,25.786386,1
85.824371,-93.328012,147.505404,-56.721483,60.507053,-23.893132,-3.762533,-12.064051,123.618091,81.653828,46.722365,24.829822,1
25.030449,-27.221464,43.016845,-16.546229,17.642125,-6.972729,-1.090466,-3.517527,36.054032,23.808066,13.629461,7.246467,1
147.513568,-160.462152,253.590896,-97.503649,104.008878,-41.089591,-6.463879,-20.754517,212.529079,140.375548,80.311128,42.670835,1
41.339132,-44.97096,71.066434,-27.325903,29.144373,-11.518926,-1.800211,-5.809908,59.562713,39.332986,22.513032,11.957048,1
305.832866,-332.664256,525.743618,-202.142474,215.628503,-85.177977,-13.403453,-43.024133,440.61694,291.041856,166.505739,88.446098,1
63.051836,-68.580822,108.392324,-41.681502,44.450438,-17.563142,-2.754601,-8.87329,90.836586,59.992572,34.33095,18.242655,1
49.77796,-54.117321,85.536594,-32.900714,35.087303,-13.849452,-2.179567,-6.983304,71.683994,47.352504,27.096286,14.404801,1
92.86596,-101.013712,159.644116,-61.384117,65.472476,-25.86725,-4.065524,-13.063366,133.792856,88.368385,50.562167,26.865973,1
111.522517,-121.298306,191.69725,-73.709265,78.623659,-31.059244,-4.888246,-15.675921,160.659148,106.123318,60.715464,32.261589,1
283.897206,-308.824772,488.050707,-187.639181,200.169979,-79.080016,-12.453728,-39.944303,409.027474,270.172366,154.565212,82.113677,1
244.040455,-265.467932,419.534687,-161.29871,172.067916,-67.981084,-10.696647,-34.335694,351.607062,232.243681,132.865759,70.582528,1
29.149837,-31.705592,50.095731,-19.266568,20.549069,-8.121421,-1.272137,-4.094952,41.990023,27.729518,15.871973,8.436827,1
50.706539,-55.152992,87.157072,-33.517359,35.74711,-14.12619,-2.216641,-7.129536,73.051858,48.245679,27.607025,14.671708,1
203.169395,-220.999311,349.266535,-134.282516,143.257048,-56.586849,-8.905878,-28.58752,292.717876,193.340944,110.611548,58.770137,1
60.585004,-65.911544,104.143125,-40.042234,42.717291,-16.876718,-2.648898,-8.52423,87.293836,57.651549,32.9902,17.530247,1
491.548565,-534.693457,845.01058,-324.882365,346.581939,-136.907903,-21.543564,-69.152275,708.206864,467.789967,267.615636,142.145614,1
